track_name,artist_name,popularity,danceability,energy,valence
Downtown Fool Around,Smallpools,0.32,0.65,0.98,0.91
Downtown Downpour,Engelwood,0.57,0.7,0.24,0.65
Downtown Baby,SHINee,0.3,0.58,0.96,0.7
Downtown  Holmsey Remix,Half an Orange,0.45,0.73,0.48,0.15
Downtown,Emapea,0.34,0.72,0.56,0.94
Downtime,Delayde,0.61,0.7,0.38,0.68
Downstreams,Max Swan,0.69,0.38,0.04,0.16
Downstairs,Jonny Greenwood,0.16,0.58,0.42,0.15
Downpour,Chloe Collins,0.19,0.47,0.73,0.71
Downpoar,Rain Sound Studio,0.11,0.0,0.71,0.0
Downhill Together,Avalon,0.3,0.49,0.76,0.15
Downhill Lullaby,Sky Ferreira,0.61,0.44,0.56,0.26
Downgrade,Woody Pond,0.11,0.78,0.43,0.36
Downfalls,Paper Diamond,0.1,0.64,0.75,0.44
Downfall of the Nation,Angelus Apatrida,0.1,0.45,0.98,0.22
Downfall of Humanity,Within Destruction,0.29,0.2,0.96,0.15
Downfall feat Young Dolph  Lil Baby,Lil Durk,0.6,0.66,0.69,0.43
Downfall,Ganges,0.14,0.36,0.25,0.13
Downey to Lubbock,Dave Alvin,0.16,0.44,0.87,0.64
Downers,Nessly,0.35,0.74,0.66,0.37
Downer feat Lil Windex  Lil HBK,Riff Raff,0.21,0.92,0.45,0.13
Downer,City Morgue,0.52,0.37,0.8,0.4
Downbad,Jay Gwuapo,0.52,0.78,0.66,0.56
DownTown,Fedu DJ,0.42,0.8,0.95,0.93
DownTheDrain Впустую,BONES,0.46,0.9,0.54,0.21
"Down, Under",JUNNY,0.22,0.67,0.74,0.55
Down with the Ship,The Goddamn Gallows,0.26,0.42,0.68,0.52
Down with the Pew,Funnel Vision,0.49,0.88,0.68,0.54
Down to the Sound,Chris Smither,0.19,0.31,0.46,0.14
Down to the River,SPELLES,0.13,0.49,0.82,0.45
Down the Road,Louie Zong,0.25,0.45,0.3,0.05
Down the River,The Trailmasters,0.27,0.57,0.28,0.6
Down the Rabbit Hole,Michael Abels,0.38,0.59,0.1,0.14
Down on My Knees  Boys Get Hurt Remix,5 Reasons,0.33,0.67,0.5,0.32
Down on My Knees,Gary Meeks,0.14,0.41,0.68,0.52
Down on Love,Yellow Claw,0.49,0.66,0.78,0.48
Down in the Vespa,Still Haze,0.25,0.56,0.41,0.39
Down in the DM,DJ Flex,0.45,0.84,0.58,0.77
Down in the Basement,The Mauskovic Dance Band,0.38,0.78,0.71,0.96
Down in My Heart,The Tallest Man On Earth,0.39,0.28,0.35,0.53
Down in Mexico  Remastered,The Coasters,0.42,0.48,0.72,0.81
Down from the Sky,John Lewis Colton,0.23,0.26,0.23,0.42
Down for the Ride,Slaves,0.51,0.37,0.44,0.23
Down feat Nikki Jean,Lupe Fiasco,0.44,0.5,0.53,0.29
Down feat Grim,Radio Caroline,0.36,0.34,0.59,0.18
Down feat Gianni Luminati,DARENOTS,0.25,0.6,0.86,0.55
Down by the Water,Abigail Lapell,0.6,0.63,0.08,0.27
Down by the River,WYO,0.3,0.29,0.45,0.1
Down by the Bay SingAlong,Super Simple Songs,0.26,0.6,0.57,0.87
Down by the Bay,Super Simple Songs,0.38,0.82,0.53,0.82
Down With the Clique,Solange,0.67,0.66,0.46,0.36
Down With The Trumpets,Rizzle Kicks,0.59,0.75,0.88,0.79
Down With Me  VIP,Dion Timmer,0.33,0.5,0.94,0.18
Down With It,Casper Jones,0.29,0.75,0.34,0.31
Down Under  Acoustic,Paul Canning,0.21,0.89,0.4,0.79
Down Under,Omaure,0.57,0.65,0.2,0.27
Down Two,Caleb Cruise,0.12,0.66,0.46,0.19
Down To The Well Live from The Fallout Shelter,Pixies,0.35,0.57,0.55,0.95
Down To The Honkytonk,Jake Owen,0.67,0.62,0.83,0.95
Down The Road I Go,Don Williams,0.23,0.65,0.5,0.82
Down South  Dirty,Big Snap,0.4,0.79,0.6,0.19
Down On Me,Jeremih,0.72,0.7,0.6,0.59
Down Low,Doja Cat,0.42,0.56,0.74,0.44
Down In It,CAPYAC,0.33,0.74,0.67,0.4
Down For Real,Roddy Ricch,0.59,0.78,0.55,0.51
Down For Me,PLSTY,0.34,0.6,0.71,0.44
Down For Anything feat KARRA  Club Radio Mix,Sam Feldt,0.42,0.66,0.84,0.7
Down For Anything feat KARRA,Sam Feldt,0.55,0.76,0.91,0.56
"Down Easy feat Starley, Wyclef Jean",Showtek,0.45,0.82,0.82,0.5
Down Down Low,Christa Wells,0.2,0.68,0.56,0.63
Down Dirty,RIVERO,0.23,0.67,0.99,0.09
Down Chick PT II with GEazy,Yhung TO,0.45,0.74,0.64,0.23
Down Chick,Yhung TO,0.32,0.73,0.62,0.24
Down Bitch,Casanova,0.53,0.65,0.67,0.76
Down Before,Coca Vango,0.2,0.88,0.49,0.22
Down Around,CStruggs,0.1,0.77,0.52,0.31
Down 4 U,Charli Baltimore,0.47,0.64,0.59,0.52
Doves,Rob Simonsen,0.24,0.21,0.11,0.03
Doverstreet,RIN,0.51,0.81,0.5,0.64
Dove il mare finisce,Ultimo,0.58,0.72,0.85,0.6
Dove Sei  Original Vinyl Only Version,Lovebirds,0.36,0.82,0.38,0.52
Dove,Andrew Applepie,0.41,0.54,0.54,0.43
Doux Ouverture Terracota,Erick the Architect,0.3,0.82,0.55,0.36
Douro,Bertholet,0.53,0.57,0.17,0.44
Doujins in My Lap,EcchiBoy,0.36,0.68,0.51,0.06
Doughboy,Fler,0.4,0.86,0.46,0.33
Douchbag  Interlude,Nocco,0.51,0.66,0.38,0.19
Doubtsz,Doubtsz,0.49,0.76,0.4,0.24
Doubt Me Now,Cody Johnson,0.55,0.54,0.74,0.68
Doubt It,Artan,0.28,0.74,0.6,0.23
"Doubt  Recorded at Spotify Studios, NYC",Joywave,0.31,0.56,0.77,0.49
Doubt  Jacob Asher Remix,Joywave,0.17,0.68,0.62,0.56
Doubt,Charlotte Day Wilson,0.37,0.56,0.34,0.21
Double What We Spend,LArry LAvell,0.2,0.6,0.74,0.3
"Double Vision  Live at the Rainbow Theatre, London, 42778",Foreigner,0.25,0.54,0.8,0.72
Double Vision  Live,Foreigner,0.23,0.48,0.94,0.88
Double Vision,Falling Apart,0.14,0.48,0.87,0.58
Double Up ft Young Buck,PhaseOne,0.52,0.64,0.9,0.47
Double Up feat Rich The Kid,YFN Lucci,0.6,0.88,0.49,0.52
Double Up feat Belly and Dom Kennedy  Bonus Track,Nipsey Hussle,0.78,0.6,0.44,0.24
Double Up feat Belly and Dom Kennedy,Nipsey Hussle,0.78,0.6,0.44,0.24
Double Up Freestyle feat Slim Dunkin  Bezo Dame,Waka Flocka Flame,0.15,0.89,0.45,0.27
Double Up,Carlton Carvalho,0.1,0.44,0.8,0.62
Double Take,Keem the Cipher,0.16,0.57,0.48,0.57
Double Space,Portico Quartet,0.36,0.52,0.43,0.4
Double Seaweed Deluxe,Tutweezy,0.39,0.74,0.42,0.26
Double Jump,Chime,0.2,0.62,0.99,0.19
Double J Jeff Jarrett,WWE,0.21,0.83,0.35,0.84
Double Exposure,Johnny Jewel,0.12,0.56,0.54,0.12
Double Edge,Bryann T,0.24,0.88,0.56,0.2
Double Down,Dave Thomas Junior,0.19,0.28,0.14,0.19
Double Cup,Carta,0.23,0.88,0.85,0.42
Double Crossers,Unfaded Shapiro,0.46,0.7,0.76,0.96
Double Cross,Senses Fail,0.5,0.38,0.94,0.47
Double Body Bag,Curly Savv And Dah Dah,0.22,0.66,0.6,0.59
Double Back feat Cuban Doll  Asian Doll,YBN Nahmir,0.51,0.91,0.56,0.53
Double Back,KiingRod,0.42,0.85,0.62,0.52
Dou a Vida por um Beijo  Deluxe,João Bosco  Vinicius,0.32,0.55,0.43,0.54
Dotwav,The Low Anthem,0.13,0.55,0.36,0.03
Dot,YangD,0.32,0.78,0.65,0.77
Dostum Değil Uykular,Sena Sener,0.17,0.36,0.26,0.06
Dostoyevsky,Black Thought,0.39,0.56,0.97,0.59
Dosth Bada Dosth,Haricharan,0.12,0.75,0.75,0.9
Doses,Elijah Waters,0.22,0.61,0.46,0.23
Dose,Ciara,0.62,0.81,0.75,0.57
Dos ventanas,Laura Pausini,0.41,0.63,0.4,0.33
Dos palomas al volar,Antonio Aguilar,0.21,0.74,0.41,0.85
Dos caminos distintos,Magic Magno,0.38,0.81,0.87,0.59
Dos Plumas,Fuerza Regida,0.51,0.57,0.69,0.87
Dos Paralelas,Chuy Vega Y Los Nuevos Cadetes,0.1,0.8,0.36,0.78
Dos Morenas  En Vivo,Corazon Serrano,0.28,0.67,0.82,0.53
Dos Jovenes Muchachos En Vivo,Alta Consigna,0.2,0.69,0.37,0.88
Dos Jovenes Muchachos,Corridos Pesados,0.12,0.78,0.82,0.86
Dos Inocentes,Adolescents Orquesta,0.2,0.64,0.89,0.76
Dos Hombres Un Destino,Combinacion De La Habana,0.44,0.61,0.9,0.74
Dos Gotas De Agua,Los Greys,0.2,0.55,0.33,0.45
Dos Dos Tres,Caztro,0.61,0.71,0.37,0.49
Dos Cruces,Los Nuevos Rebeldes,0.27,0.5,0.48,0.71
Dos Caminos,Los Herederos,0.19,0.54,0.62,0.95
Dos Botellas De Mezcal,Gerardo Coronel,0.24,0.62,0.65,0.8
Dos Banderas  Version Estudio,Mario El Cachorro Delgado,0.44,0.61,0.93,0.76
Dos,Adult Art Club,0.21,0.81,0.84,0.59
Dors mon ange,Françoise Hardy,0.29,0.55,0.38,0.48
Dorothy,Friendly,0.13,0.51,0.37,0.13
Dorotea,Hushed,0.3,0.44,0.09,0.07
Doro Wat,Cavalier,0.18,0.49,0.78,0.7
Dormir Solo,Miky Woodz,0.54,0.78,0.78,0.95
Dormir Contigo feat Armando Manzanero,Rayito Colombiano,0.44,0.66,0.48,0.56
Dormi Dormi,Andrea Bocelli,0.39,0.24,0.32,0.11
Dormi Con Tres,Los Tucanes De Tijuana,0.24,0.82,0.78,0.89
Doppt  Hyenah Remix,Super Flu,0.17,0.78,0.72,0.13
Doppt,Super Flu,0.3,0.77,0.82,0.4
Dopplegang,The White Bears,0.23,0.72,0.66,0.53
Dopeman Dreams,Payroll Giovanni  Cardo,0.27,0.75,0.6,0.18
DopeMan,Career The Brain,0.17,0.8,0.65,0.58
Dope on the Dishes feat TLG Duece  Motown Ty,Allstar JR,0.23,0.67,0.72,0.42
Dope feat Boogotti Kasino,LilCJ Kasino,0.27,0.58,0.77,0.53
Dope Track,Yuvan Shankar Raja,0.48,0.62,0.71,0.49
Dope Talent feat Logic,Dizzy Wright,0.49,0.8,0.68,0.56
Dope Slinger  VIP,AC Slater,0.25,0.95,0.6,0.24
Dope Shit,Arsonal da Rebel,0.15,0.61,0.49,0.48
Dope Niggaz feat Snoop Dogg,Lil Wayne,0.65,0.75,0.71,0.64
Dope New Gospel feat Nivea,Lil Wayne,0.59,0.65,0.72,0.4
Dope Man Dope Man feat Y City,June,0.16,0.7,0.57,0.27
Dope Man,Roscoe Dash,0.1,0.72,0.48,0.26
Dope Lamp,YoungBoy Never Broke Again,0.65,0.7,0.67,0.37
Dope House,Shoreline Mafia,0.53,0.78,0.36,0.16
Dope Game,Baka Not Nice,0.61,0.84,0.54,0.07
Dope Dealer,Don Trip,0.3,0.87,0.41,0.12
Dope D,Yung Baby Tate,0.21,0.73,0.47,0.58
Dope Conert,Spocktopus,0.23,0.65,0.41,0.94
Dope Concert,Gundam FIght,0.23,0.65,0.41,0.94
Dope Boy feat Ralfy The Plug  Bambino,Stinc Team,0.28,0.81,0.27,0.57
Dope Boy feat Camron  Jim Jones,Berner,0.3,0.5,0.73,0.59
Dope Boy,AC Slater,0.35,0.9,0.62,0.49
Dope 2,Emis Killa,0.59,0.46,0.74,0.28
Dopamine Machine,CamelPhat,0.36,0.78,0.9,0.4
Dopamine ASOT 853,Steve Allen,0.11,0.44,0.93,0.04
Dopamin,Kate Boy,0.21,0.72,0.46,0.37
Dooset Daram Radio Version,Arash,0.14,0.72,0.64,0.36
Doorway,Christina Vantzou,0.23,0.09,0.07,0.04
Doors of Perception,Jalen Santoy,0.46,0.62,0.56,0.46
Doors,Birds Clutch,0.17,0.81,0.65,0.55
Doorman,slowthai,0.59,0.67,0.94,0.25
Doorbell,Knottya,0.31,0.81,0.7,0.31
Door Na Ja feat Sonu Nigam,Sharib Toshi,0.33,0.49,0.3,0.28
Door Mat,Bisa Kdei,0.23,0.87,0.25,0.89
Door Into Summer,Cosmicosmo,0.28,0.73,0.76,0.19
Door,Chaartaar,0.24,0.29,0.43,0.07
Dooney Bag,Caligrafi Jones,0.27,0.58,0.68,0.28
Doomsday Clock,Thomas Barrandon,0.33,0.48,0.52,0.11
Doomsday  Piano Reprise,Architects,0.41,0.35,0.13,0.35
Doomsday,Architects,0.51,0.52,0.98,0.18
Doomfists Greatest Hit,Dan Bull,0.23,0.55,0.99,0.58
Doomed,Prism Tats,0.14,0.46,0.28,0.13
DoolinDaltonDesperado  Reprise,Eagles,0.22,0.46,0.34,0.18
"DoolinDalton Reprise II  Live at The Forum, 10211976 [Remastered]",Eagles,0.17,0.14,0.19,0.05
DoolinDalton  Remastered,Eagles,0.25,0.57,0.3,0.18
DoolinDalton  Instrumental Version,Eagles,0.21,0.43,0.57,0.94
Dooers,Neme 6,0.18,0.69,0.53,0.54
"Doodooonshoe, Pt 1",Sir Froderick,0.25,0.81,0.17,0.41
Dood,Basick,0.22,0.74,0.58,0.52
Doobie,Bianca Bonnie,0.12,0.46,0.58,0.61
Doo feat Hommeboy,Pat Soul,0.11,0.69,0.4,0.12
Doo Wop That Thing,Ms Lauryn Hill,0.39,0.54,0.5,0.5
Doo Doo Doo Doo Doo Heartbreaker  Live,The Rolling Stones,0.38,0.46,0.92,0.4
Don’t worry feat Jeebanoff,Muzie,0.19,0.87,0.69,0.63
Don’t forget,Kassy,0.24,0.6,0.47,0.17
Don’t You Ever Wash That Thing?  Live  12973  Show 2,Frank Zappa,0.2,0.47,0.89,0.28
Don’t Wanna Write This Song,Brett Young,0.59,0.51,0.45,0.22
Don’t Walk Away,Toneshifterz,0.36,0.57,0.9,0.37
Don’t Wake Dad,Ross from Friends,0.21,0.74,0.62,0.3
Don’t Threaten Me With A Good Time,Thomas Rhett,0.62,0.66,0.81,0.73
Don’t Think About It,Justine Skye,0.53,0.7,0.68,0.44
Don’t Tell Me,Matisse  Sadko,0.67,0.6,0.78,0.57
Don’t Say Goodnight It’s Time For Love,Indra RiosMoore,0.17,0.48,0.14,0.18
Don’t Need You,Jarren Benton,0.5,0.84,0.73,0.67
Don’t Milly Rock feat Rejjie Snow,Yung Bans,0.36,0.84,0.32,0.46
Don’t Matter To Me with Michael Jackson,Drake,0.81,0.83,0.32,0.14
Don’t Let Me Go,Cody Simpson,0.53,0.6,0.5,0.56
Don’t Let Me Down feat Kaelyn Behr Loge21 Remix,Tchami,0.32,0.74,0.79,0.62
Don’t Leave,Block B,0.47,0.54,0.65,0.44
Don’t Hold Me,Dean Lewis,0.65,0.64,0.27,0.44
Don’t Hold Back,Bob Moses,0.42,0.63,0.52,0.32
Don’t Give Up On Me Record Of The Week [ABGT311],Jason Ross,0.23,0.41,0.7,0.25
Don’t Give Up On Me ABGTX2018,Jason Ross,0.27,0.39,0.7,0.18
Don’t Feel Like Crying,Sigrid,0.77,0.75,0.81,0.72
Don’t Fall Apart On Me Tonight,Bettye LaVette,0.3,0.65,0.48,0.47
Don’t Dream It’s Over  Acoustic,Paul Canning,0.45,0.68,0.19,0.3
Don’t Call Me ABGT266,Kukuzenko,0.14,0.39,0.63,0.2
Don’t Be Hiding,Middle Kids,0.34,0.46,0.75,0.34
Don´t You Believe,Don Williams,0.2,0.59,0.51,0.65
"Donuts feat Phonte, Christon Gray",Andy Mineo,0.46,0.75,0.57,0.52
Donuts For Benny,VeggieTales,0.22,0.44,0.5,0.66
Donuts,Andy Mineo,0.46,0.75,0.57,0.52
Donut Shop feat Too Many Zooz,STL GLD,0.31,0.62,0.9,0.59
Donut,Stereo Cube,0.37,0.53,0.91,0.14
Dontspeak,Brothel,0.19,0.24,0.64,0.17
Dontmakemefallinlove,Cuco,0.65,0.39,0.9,0.84
DontMissYou feat Dru Bex  Korbvn,5ive,0.1,0.72,0.72,0.57
Dont remember,HONEYST,0.27,0.81,0.63,0.72
Dont need to lie,Madson Project,0.33,0.52,0.41,0.23
Dont move,Kim Sung Kyu,0.3,0.61,0.83,0.68
Dont know why,SwuM,0.66,0.32,0.54,0.22
Dont disappear,Satkirin Mantra,0.49,0.19,0.01,0.18
Dont cry Dont cry  公視:你的孩子不是你的孩子 主題曲,Waa Wei,0.47,0.43,0.5,0.13
Dont You Worry feat Jenny Mayhem,ayokay,0.41,0.52,0.59,0.36
Dont You Worry Child  Radio Edit,Swedish House Mafia,0.76,0.61,0.84,0.44
Dont You Wanna,Denny Strickland,0.55,0.7,0.69,0.57
Dont You Remember ASOT 876,Rene Ablaze,0.17,0.44,0.93,0.04
Dont You Remember,Ed Mount,0.41,0.84,0.54,0.46
Dont You Look At Me  From “Star” Season 3,Star Cast,0.46,0.67,0.37,0.28
Dont You Know That?,Ruben Studdard,0.16,0.72,0.78,0.61
Dont You Know Im In a Band,Confidence Man,0.38,0.83,0.72,0.84
Dont You Know,Neovaii,0.42,0.66,0.56,0.39
Dont You Give Up,Dansu,0.58,0.79,0.47,0.61
Dont You Feel Love,Prides,0.19,0.58,0.78,0.63
Dont You Ever Learn  The Roxy Simulcast  23rd May 1978,Todd Rundgren,0.11,0.23,0.65,0.3
Dont You Ever,BLYNE,0.35,0.86,0.48,0.57
Dont You Dare,Lionman,0.33,0.46,0.48,0.2
Dont You,Quinn XCII,0.49,0.87,0.41,0.36
Dont Worry feat Paris Cimone,Joe Blow,0.17,0.59,0.59,0.16
Dont Worry Its Fine,Jean Grae,0.26,0.32,0.28,0.28
Dont Worry Bout Me,Zara Larsson,0.84,0.75,0.71,0.33
Dont Worry Bout It,Kodie Shane,0.31,0.47,0.8,0.44
Dont Water Down My Whiskey,Alex Roe,0.47,0.47,0.89,0.59
Dont Watch Me Cry,Jorja Smith,0.7,0.56,0.16,0.35
Dont Waste Your Tears,Joshua Hedley,0.21,0.34,0.5,0.35
Dont Waste My Time,Blake Saint David,0.36,0.41,0.57,0.64
Dont Want to Say Goodbye,Cut Worms,0.17,0.76,0.84,0.78
Dont Want a Drive  Instrumental,EXID,0.16,0.68,0.61,0.42
Dont Want a Drive,EXID,0.35,0.62,0.84,0.76
Dont Want That to Be Me,Tyler Williams,0.14,0.51,0.4,0.28
Dont Wanna feat Kranium,Estelle,0.29,0.55,0.68,0.38
Dont Wanna Try,Frankie J,0.49,0.66,0.43,0.2
Dont Wanna Think About It  Acoustic,Cash Campbell,0.4,0.63,0.29,0.47
Dont Wanna See Me Make It,JReyez,0.17,0.8,0.83,0.91
Dont Wanna Remember,GoldBoot,0.16,0.71,0.75,0.82
Dont Wanna Lose You,GIWON,0.3,0.63,0.54,0.28
Dont Wanna Let You Go,Lucas Estrada,0.53,0.62,0.74,0.14
Dont Wanna Let It Go,Nikless,0.44,0.68,0.64,0.47
Dont Wanna Know feat Kendrick Lamar,Maroon 5,0.72,0.78,0.61,0.42
Dont Wanna Know,RIVVRS,0.13,0.74,0.43,0.6
Dont Wanna Go Home,Jason Derulo,0.63,0.67,0.81,0.64
Dont Wanna Fight It,Tomorrow People,0.34,0.85,0.63,0.91
Dont Wanna Die Today,Dax,0.51,0.68,0.55,0.36
Dont Wanna Believe It  Acoustic,Rhys Lewis,0.45,0.75,0.3,0.74
Dont Wanna Be Your Friend feat Katie Pearlman,ayokay,0.52,0.66,0.54,0.24
Dont Wanna Be Alone feat Rich The Kid,Tisha Campbell Martin,0.23,0.84,0.5,0.52
Dont Wanna Be,Nathaniel Shalom,0.2,0.57,0.76,0.57
Dont Wake Me Up ASOT 901,Danny Cullen,0.33,0.53,0.59,0.18
Dont Wake Me Up,Chris Brown,0.62,0.6,0.69,0.21
Dont Wait Til Tomorrow,Gary Clark Jr,0.47,0.58,0.73,0.49
Dont Wait,Alexander King,0.28,0.53,0.6,0.21
Dont Use the Camera,Dustin OHalloran,0.12,0.22,0.1,0.04
Dont Turn Your Back on Me,Ky Rodgers,0.21,0.42,0.54,0.22
Dont Turn Around,Lance Brickman,0.19,0.52,0.43,0.23
Dont Trust Your Senses,Ukko,0.12,0.56,0.31,0.12
Dont Trust That Woman,James Quick,0.38,0.73,0.55,0.74
Dont Trust Myself,Robinson,0.63,0.61,0.48,0.13
Dont Trip,Ajani Jones,0.1,0.58,0.57,0.3
Dont Treat Me Like a Stranger  2018 Remaster,Tom Petty,0.35,0.59,0.73,0.79
Dont Tread on Me,Gus G,0.2,0.38,0.96,0.27
Dont Touch Me feat KEY,Wifisfuneral,0.37,0.71,0.9,0.48
Dont Touch,Lil Tracy,0.46,0.78,0.41,0.3
Dont Threaten Me With a Good Time Live,Panic! At The Disco,0.24,0.43,0.88,0.51
"Dont Think Twice, Its All Right",Bob Dylan,0.28,0.57,0.27,0.46
Dont Think Twice from Kingdom Hearts III,Tournament Arc,0.21,0.5,0.4,0.45
Dont Think Twice Its Alright  Recorded at Spotify Studios NYC,Joshua Radin,0.37,0.53,0.29,0.58
Dont Think Twice From Kingdom Hearts 3,MattxAJ,0.38,0.33,0.68,0.35
Dont Think Twice  Remastered,"Peter, Paul and Mary",0.28,0.44,0.26,0.45
Dont Think Twice,Hikaru Utada,0.62,0.51,0.67,0.35
Dont Think Im Not,Kandi,0.55,0.86,0.62,0.43
Dont Tempt Me,Luke Combs,0.59,0.56,0.84,0.75
Dont Tell Me That Its Over,We Rabbitz,0.29,0.61,0.62,0.44
Dont Tell Me That,JOEY,0.16,0.46,0.38,0.2
Dont Tell Me  Jerry Folk Remix,Ruel,0.38,0.92,0.43,0.67
Dont Tell Me  Jarami Remix,Ruel,0.43,0.7,0.63,0.66
Dont Tell Me  IAMNOBODI Remix,Ruel,0.39,0.56,0.38,0.08
Dont Tell Me  Acoustic,Ruel,0.44,0.38,0.27,0.42
Dont Tell Me,Avril Lavigne,0.58,0.52,0.8,0.48
Dont Tell Em,Jeremih,0.74,0.86,0.53,0.39
Dont Talk to Strangers,Rick Springfield,0.24,0.8,0.81,0.65
"Dont Talk to Me Now, Yaz",Unpunished Crime,0.35,0.86,0.52,0.5
Dont Talk to Me,Cal Chuchesta,0.24,0.96,0.25,0.59
Dont Talk To Strangers,Shy Glizzy,0.38,0.83,0.8,0.58
Dont Talk To Me feat Gunna,Lil Durk,0.55,0.92,0.57,0.28
"Dont Talk Shit, You Piece of Shit",Netherfriends,0.12,0.79,0.43,0.06
Dont Talk Love,The Knocks,0.31,0.64,0.86,0.19
Dont Talk About You,Geowulf,0.39,0.55,0.9,0.5
Dont Talk About It feat Lilly Ahlberg,UØ,0.47,0.74,0.7,0.38
Dont Talk About It,Ruby Boots,0.32,0.68,0.72,0.58
Dont Talk,Bugus,0.1,0.57,0.5,0.6
Dont Take Us Down feat Yazz  Serayah,Empire Cast,0.18,0.7,0.76,0.59
Dont Take My Love,Van William,0.15,0.64,0.63,0.58
Dont Take Me Out,Adam Watts,0.12,0.22,0.59,0.06
Dont Sugarcoat It,R Scott Murphy,0.19,0.71,0.4,0.67
Dont Stray Too Far,TruFeelz,0.24,0.6,0.96,0.12
Dont Stop the Party feat TJR,Pitbull,0.64,0.72,0.96,0.95
Dont Stop the Fate,Eugenia Chasey,0.24,0.6,0.5,0.54
Dont Stop feat Paid Will,Philthy Rich,0.18,0.81,0.46,0.22
Dont Stop This Now,Finbar Furey,0.26,0.44,0.37,0.44
Dont Stop The Music,Rihanna,0.77,0.84,0.67,0.54
Dont Stop Now,Ben Phipps,0.43,0.74,0.7,0.3
Dont Stop No Rest feat Eric Rachmany,Amp Live,0.12,0.71,0.41,0.57
Dont Stop Movin,S Club 7,0.63,0.82,0.67,0.91
Dont Stop Me Now  …revisited,Queen,0.64,0.46,0.92,0.39
Dont Stop Me Now,Marc Martel,0.29,0.61,0.95,0.43
Dont Stop It,Platinum Doug,0.27,0.83,0.78,0.34
Dont Stop If It Feels Good Do It,Sloan,0.13,0.65,0.66,0.7
Dont Stop Forever,Vintage Trouble,0.5,0.78,0.73,0.76
Dont Stop Believing  Live in Scotland,Hayseed Dixie,0.19,0.39,0.91,0.71
Dont Stop Believin,Journey,0.64,0.49,0.72,0.48
Dont Stop  Remastered,Fleetwood Mac,0.53,0.69,0.73,0.79
Dont Stop  Juyen Sebulba Remix,Yellow Claw,0.35,0.62,0.92,0.74
Dont Stop,Atmosphere,0.26,0.47,0.94,0.76
Dont Stay Up,SIMO,0.58,0.47,0.04,0.24
Dont Stay Here  Gun Nut,The Album Leaf,0.18,0.42,0.34,0.04
Dont Stay  Recorded At Spotify Studios NYC,X Ambassadors,0.48,0.69,0.47,0.51
Dont Stay,X Ambassadors,0.57,0.72,0.5,0.43
Dont Starve: the Musical,Random Encounters,0.25,0.86,0.63,0.73
Dont Start Now,Dua Lipa,0.79,0.79,0.79,0.68
Dont Spoil It,CZARFACE,0.39,0.91,0.73,0.7
Dont Speak x Hard For Me to Say Im Sorry,Rebel Wilson,0.35,0.45,0.75,0.25
Dont Speak,New Years Day,0.34,0.49,0.8,0.27
Dont Smoke In Bed  Single Edit 2017  Remaster,Nina Simone,0.31,0.37,0.02,0.08
Dont Sleep feat French Montana  Stefflon Don  EDXs Miami Sunset Remix,Chromeo,0.41,0.77,0.89,0.68
Dont Sleep feat French Montana  Stefflon Don,Chromeo,0.54,0.9,0.73,0.88
Dont Sleep On Me feat Future and 24hrs,Ty Dolla ign,0.41,0.76,0.56,0.2
Dont Slam The Door,Icona Pop,0.31,0.77,0.6,0.58
Dont Shut Me Up Politely,Brigid Mae Power,0.13,0.33,0.6,0.24
Dont Shoot,Chamillionaire,0.19,0.69,0.74,0.4
Dont Say feat Phats  Small,Kess Ross,0.34,0.66,0.71,0.43
Dont Say What You Want To feat Yashua,Matoma,0.38,0.69,0.77,0.36
Dont Say That Feat Lil Uzi Vert,BlocBoy JB,0.6,0.67,0.57,0.75
Dont Say Shit feat Chris Brown  Fabolous,Trey Songz,0.58,0.7,0.52,0.39
Dont Say Much,PH4DE,0.35,0.72,0.77,0.46
Dont Say Love feat Rothchild,Felix Jaehn,0.48,0.65,0.8,0.46
Dont Say Hi,Erik Phillips,0.14,0.73,0.16,0.68
Dont Say Goodbye,Aaron Carter,0.42,0.64,0.66,0.3
Dont Say Anything,Matt Van,0.33,0.59,0.4,0.13
Dont Save Me feat Obenewa,Campfire,0.32,0.72,0.74,0.92
Dont Run,Paces,0.28,0.68,0.83,0.37
Dont Rage Quit,Fandroid!,0.28,0.8,0.53,0.98
Dont Quit Me Now,Savoy,0.38,0.57,0.89,0.25
Dont Question the Fairness,Latesha Escalero,0.26,0.59,0.38,0.54
Dont Pretend,Khalid,0.77,0.59,0.55,0.22
Dont Play Me Repay Me,Sir Michael Rocks,0.15,0.6,0.72,0.31
Dont Piss Me Off,Chamillionaire,0.18,0.78,0.71,0.56
Dont Phunk With My Heart,Black Eyed Peas,0.62,0.69,0.93,0.6
Dont Pass Me By  2018 Mix,The Beatles,0.5,0.6,0.58,0.96
Dont Panic,Fu Manchu,0.3,0.17,0.97,0.37
Dont Owe You feat Mozzy,Riff Raff,0.16,0.81,0.67,0.14
Dont Overdose and Drive,Happy,0.41,0.38,0.76,0.36
Dont Nobody Want None,Tech N9ne,0.5,0.84,0.86,0.39
Dont Need a Reason,Triple Ess,0.34,0.76,0.48,0.51
Dont Need You,Bullet For My Valentine,0.51,0.19,0.95,0.05
Dont Need U Late Remix,Botnek,0.13,0.79,0.86,0.29
Dont Move Back To LA,Okkervil River,0.41,0.58,0.73,0.49
Dont Misunderstand,WOE,0.22,0.91,0.67,0.52
